Source.Name,Timestamp,Vehicle,Protocol,Short Term Fuel Trim Bank 1 (STFT),Long Term Fuel Trim Bank 1 (LTFT),Calculated Engine Load,Engine RPM,Vehicle Speed,Throttle Position (TPS),Intake Manifold Pressure (MAP)
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:05.191,Honda Brio 2015,ATSP0,0.78 %,11.72 %,17 %,1961 RPM,40 km/h,16 %,22 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:06.616,Honda Brio 2015,ATSP0,0.00 %,12.50 %,21 %,1881 RPM,38 km/h,20 %,71 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:08.014,Honda Brio 2015,ATSP0,0.00 %,10.94 %,98 %,1976 RPM,41 km/h,70 %,97 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:09.442,Honda Brio 2015,ATSP0,0.00 %,11.72 %,24 %,2075 RPM,42 km/h,18 %,28 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:10.856,Honda Brio 2015,ATSP0,0.00 %,12.50 %,23 %,2033 RPM,41 km/h,18 %,28 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:12.273,Honda Brio 2015,ATSP0,0.00 %,11.72 %,70 %,2022 RPM,41 km/h,29 %,92 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:13.647,Honda Brio 2015,ATSP0,-7.81 %,10.94 %,90 %,2200 RPM,45 km/h,31 %,99 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:15.083,Honda Brio 2015,ATSP0,0.00 %,10.94 %,99 %,2417 RPM,50 km/h,79 %,100 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:16.522,Honda Brio 2015,ATSP0,0.00 %,10.94 %,98 %,2651 RPM,55 km/h,34 %,62 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:17.930,Honda Brio 2015,ATSP0,-0.78 %,10.94 %,22 %,2718 RPM,56 km/h,18 %,23 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:19.348,Honda Brio 2015,ATSP0,0.00 %,12.50 %,16 %,2528 RPM,50 km/h,17 %,21 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:20.787,Honda Brio 2015,ATSP0,0.00 %,12.50 %,14 %,2324 RPM,46 km/h,16 %,20 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:22.210,Honda Brio 2015,ATSP0,0.00 %,13.28 %,14 %,1999 RPM,38 km/h,16 %,21 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:23.647,Honda Brio 2015,ATSP0,0.00 %,14.06 %,15 %,1374 RPM,28 km/h,15 %,22 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:25.067,Honda Brio 2015,ATSP0,0.00 %,14.06 %,18 %,942 RPM,22 km/h,15 %,26 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:26.477,Honda Brio 2015,ATSP0,0.00 %,15.63 %,22 %,787 RPM,13 km/h,15 %,28 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:27.900,Honda Brio 2015,ATSP0,0.00 %,14.84 %,24 %,790 RPM,9 km/h,19 %,67 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:29.312,Honda Brio 2015,ATSP0,0.00 %,11.72 %,39 %,1245 RPM,10 km/h,16 %,32 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:30.741,Honda Brio 2015,ATSP0,-0.78 %,13.28 %,29 %,850 RPM,8 km/h,19 %,65 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:32.150,Honda Brio 2015,ATSP0,-10.16 %,12.50 %,64 %,720 RPM,10 km/h,18 %,65 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:33.537,Honda Brio 2015,ATSP0,-3.13 %,12.50 %,62 %,763 RPM,10 km/h,18 %,62 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:34.927,Honda Brio 2015,ATSP0,-1.56 %,12.50 %,53 %,827 RPM,11 km/h,16 %,47 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:36.335,Honda Brio 2015,ATSP0,-0.78 %,13.28 %,41 %,766 RPM,10 km/h,16 %,46 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:37.742,Honda Brio 2015,ATSP0,0.78 %,13.28 %,43 %,779 RPM,10 km/h,16 %,46 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:39.202,Honda Brio 2015,ATSP0,-2.34 %,13.28 %,40 %,809 RPM,10 km/h,16 %,50 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:40.636,Honda Brio 2015,ATSP0,-11.72 %,12.50 %,41 %,830 RPM,9 km/h,19 %,84 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:42.065,Honda Brio 2015,ATSP0,-7.81 %,11.72 %,85 %,945 RPM,13 km/h,36 %,100 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:43.475,Honda Brio 2015,ATSP0,-4.69 %,10.94 %,97 %,1381 RPM,20 km/h,14 %,35 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:44.907,Honda Brio 2015,ATSP0,-7.03 %,12.50 %,23 %,1358 RPM,17 km/h,16 %,28 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:46.346,Honda Brio 2015,ATSP0,1.56 %,11.72 %,91 %,1340 RPM,20 km/h,61 %,100 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:47.751,Honda Brio 2015,ATSP0,0.00 %,10.94 %,99 %,1890 RPM,28 km/h,79 %,100 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:49.193,Honda Brio 2015,ATSP0,-2.34 %,10.94 %,21 %,2242 RPM,30 km/h,17 %,23 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:50.652,Honda Brio 2015,ATSP0,0.00 %,13.28 %,19 %,1180 RPM,23 km/h,27 %,95 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:52.131,Honda Brio 2015,ATSP0,-3.13 %,10.94 %,99 %,1945 RPM,28 km/h,78 %,100 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:53.589,Honda Brio 2015,ATSP0,0.78 %,10.94 %,99 %,2531 RPM,37 km/h,79 %,92 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:54.999,Honda Brio 2015,ATSP0,0.00 %,10.94 %,29 %,2951 RPM,41 km/h,18 %,24 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:56.507,Honda Brio 2015,ATSP0,0.00 %,10.94 %,78 %,2039 RPM,41 km/h,14 %,24 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:57.900,Honda Brio 2015,ATSP0,0.00 %,12.50 %,15 %,1958 RPM,39 km/h,16 %,21 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:55:59.315,Honda Brio 2015,ATSP0,0.00 %,11.72 %,26 %,1896 RPM,38 km/h,15 %,23 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:00.727,Honda Brio 2015,ATSP0,0.00 %,13.28 %,16 %,1764 RPM,35 km/h,16 %,22 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:02.137,Honda Brio 2015,ATSP0,0.00 %,12.50 %,40 %,1674 RPM,34 km/h,19 %,29 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:03.622,Honda Brio 2015,ATSP0,0.00 %,13.28 %,15 %,1630 RPM,32 km/h,16 %,22 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:05.041,Honda Brio 2015,ATSP0,0.00 %,13.28 %,15 %,1477 RPM,30 km/h,16 %,22 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:06.468,Honda Brio 2015,ATSP0,0.00 %,11.72 %,50 %,1433 RPM,29 km/h,22 %,78 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:07.888,Honda Brio 2015,ATSP0,-3.13 %,10.94 %,78 %,1548 RPM,32 km/h,22 %,73 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:09.367,Honda Brio 2015,ATSP0,0.78 %,11.72 %,38 %,1628 RPM,34 km/h,18 %,31 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:10.849,Honda Brio 2015,ATSP0,-0.78 %,11.72 %,39 %,1630 RPM,33 km/h,18 %,37 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:12.321,Honda Brio 2015,ATSP0,1.56 %,12.50 %,27 %,1611 RPM,32 km/h,16 %,22 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:13.719,Honda Brio 2015,ATSP0,0.00 %,13.28 %,16 %,1496 RPM,30 km/h,18 %,45 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:15.100,Honda Brio 2015,ATSP0,0.00 %,11.72 %,45 %,1466 RPM,30 km/h,19 %,48 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:16.536,Honda Brio 2015,ATSP0,-7.03 %,11.72 %,32 %,1490 RPM,30 km/h,15 %,23 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:17.921,Honda Brio 2015,ATSP0,0.00 %,14.06 %,14 %,1437 RPM,29 km/h,17 %,26 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:19.377,Honda Brio 2015,ATSP0,0.00 %,13.28 %,15 %,1388 RPM,29 km/h,15 %,21 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:20.762,Honda Brio 2015,ATSP0,0.00 %,13.28 %,43 %,1357 RPM,28 km/h,19 %,49 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:22.244,Honda Brio 2015,ATSP0,0.00 %,11.72 %,37 %,1441 RPM,29 km/h,18 %,28 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:23.688,Honda Brio 2015,ATSP0,-3.91 %,14.06 %,16 %,1430 RPM,29 km/h,19 %,48 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:25.095,Honda Brio 2015,ATSP0,0.00 %,11.72 %,43 %,1454 RPM,29 km/h,20 %,52 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:26.512,Honda Brio 2015,ATSP0,-0.78 %,11.72 %,54 %,1505 RPM,31 km/h,21 %,70 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:27.937,Honda Brio 2015,ATSP0,2.34 %,10.94 %,96 %,1663 RPM,33 km/h,15 %,85 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:29.385,Honda Brio 2015,ATSP0,1.56 %,10.94 %,98 %,1799 RPM,37 km/h,76 %,100 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:30.816,Honda Brio 2015,ATSP0,-0.78 %,10.94 %,75 %,2002 RPM,40 km/h,14 %,23 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:32.298,Honda Brio 2015,ATSP0,0.00 %,11.72 %,36 %,1974 RPM,40 km/h,19 %,26 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:33.750,Honda Brio 2015,ATSP0,0.00 %,13.28 %,15 %,1895 RPM,38 km/h,16 %,21 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:35.191,Honda Brio 2015,ATSP0,0.00 %,13.28 %,15 %,1764 RPM,35 km/h,16 %,21 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:36.573,Honda Brio 2015,ATSP0,0.00 %,13.28 %,15 %,1654 RPM,33 km/h,19 %,40 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:38.015,Honda Brio 2015,ATSP0,0.00 %,11.72 %,26 %,1607 RPM,33 km/h,20 %,44 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:39.429,Honda Brio 2015,ATSP0,-1.56 %,13.28 %,16 %,1601 RPM,31 km/h,16 %,22 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:40.841,Honda Brio 2015,ATSP0,0.00 %,14.06 %,15 %,1311 RPM,26 km/h,15 %,22 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:42.289,Honda Brio 2015,ATSP0,0.00 %,11.72 %,78 %,1306 RPM,27 km/h,16 %,47 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:43.733,Honda Brio 2015,ATSP0,0.00 %,11.72 %,24 %,1368 RPM,28 km/h,20 %,55 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:45.148,Honda Brio 2015,ATSP0,-2.34 %,11.72 %,59 %,1443 RPM,30 km/h,18 %,37 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:46.614,Honda Brio 2015,ATSP0,-0.78 %,13.28 %,16 %,1462 RPM,30 km/h,16 %,21 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:47.988,Honda Brio 2015,ATSP0,-3.13 %,14.06 %,21 %,1436 RPM,29 km/h,18 %,39 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:49.412,Honda Brio 2015,ATSP0,0.00 %,12.50 %,18 %,1443 RPM,28 km/h,15 %,25 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:50.820,Honda Brio 2015,ATSP0,0.00 %,12.50 %,23 %,1356 RPM,27 km/h,18 %,34 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:52.333,Honda Brio 2015,ATSP0,0.00 %,12.50 %,30 %,1318 RPM,27 km/h,19 %,50 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:53.784,Honda Brio 2015,ATSP0,0.00 %,10.94 %,97 %,1394 RPM,29 km/h,73 %,93 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:55.201,Honda Brio 2015,ATSP0,-7.03 %,11.72 %,62 %,1557 RPM,32 km/h,21 %,30 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:56.652,Honda Brio 2015,ATSP0,0.00 %,13.28 %,16 %,1491 RPM,28 km/h,15 %,22 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:58.030,Honda Brio 2015,ATSP0,0.00 %,14.84 %,14 %,1227 RPM,23 km/h,16 %,29 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:56:59.415,Honda Brio 2015,ATSP0,0.00 %,13.28 %,39 %,1013 RPM,21 km/h,34 %,100 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:00.825,Honda Brio 2015,ATSP0,-4.69 %,11.72 %,98 %,1183 RPM,24 km/h,79 %,100 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:02.236,Honda Brio 2015,ATSP0,0.78 %,10.94 %,97 %,1364 RPM,29 km/h,79 %,100 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:03.684,Honda Brio 2015,ATSP0,0.78 %,10.94 %,98 %,1542 RPM,32 km/h,22 %,65 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:05.126,Honda Brio 2015,ATSP0,-2.34 %,12.50 %,19 %,1600 RPM,32 km/h,20 %,40 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:06.540,Honda Brio 2015,ATSP0,3.13 %,11.72 %,43 %,1578 RPM,32 km/h,19 %,49 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:07.921,Honda Brio 2015,ATSP0,-0.78 %,11.72 %,50 %,1621 RPM,33 km/h,21 %,64 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:09.320,Honda Brio 2015,ATSP0,-3.91 %,11.72 %,65 %,1705 RPM,35 km/h,21 %,61 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:10.695,Honda Brio 2015,ATSP0,7.03 %,11.72 %,35 %,1755 RPM,36 km/h,19 %,42 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:12.132,Honda Brio 2015,ATSP0,8.59 %,11.72 %,32 %,1771 RPM,36 km/h,18 %,36 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:13.538,Honda Brio 2015,ATSP0,7.03 %,11.72 %,30 %,1785 RPM,36 km/h,18 %,35 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:15.015,Honda Brio 2015,ATSP0,8.59 %,12.50 %,18 %,1770 RPM,36 km/h,16 %,22 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:16.434,Honda Brio 2015,ATSP0,0.00 %,13.28 %,15 %,1696 RPM,34 km/h,16 %,47 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:17.843,Honda Brio 2015,ATSP0,0.00 %,10.94 %,82 %,1777 RPM,37 km/h,28 %,73 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:19.285,Honda Brio 2015,ATSP0,-1.56 %,12.50 %,15 %,1845 RPM,37 km/h,18 %,28 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:20.780,Honda Brio 2015,ATSP0,0.78 %,12.50 %,14 %,1796 RPM,36 km/h,18 %,30 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:22.186,Honda Brio 2015,ATSP0,1.56 %,12.50 %,21 %,1712 RPM,35 km/h,19 %,81 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:23.625,Honda Brio 2015,ATSP0,0.00 %,10.94 %,98 %,1811 RPM,38 km/h,74 %,100 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:25.026,Honda Brio 2015,ATSP0,-1.56 %,10.94 %,32 %,1987 RPM,40 km/h,19 %,42 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:26.465,Honda Brio 2015,ATSP0,0.00 %,10.94 %,97 %,2061 RPM,42 km/h,17 %,No Data
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:27.884,Honda Brio 2015,ATSP0,-8.59 %,11.72 %,16 %,2052 RPM,41 km/h,16 %,22 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:29.377,Honda Brio 2015,ATSP0,0.00 %,13.28 %,16 %,1878 RPM,38 km/h,16 %,22 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:30.809,Honda Brio 2015,ATSP0,0.00 %,11.72 %,44 %,1828 RPM,37 km/h,31 %,99 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:32.223,Honda Brio 2015,ATSP0,-1.56 %,10.94 %,99 %,1990 RPM,41 km/h,29 %,97 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:33.603,Honda Brio 2015,ATSP0,1.56 %,10.94 %,72 %,2100 RPM,43 km/h,16 %,22 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:35.042,Honda Brio 2015,ATSP0,0.00 %,11.72 %,27 %,2061 RPM,43 km/h,27 %,73 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:36.396,Honda Brio 2015,ATSP0,-2.34 %,12.50 %,16 %,2099 RPM,43 km/h,16 %,21 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:37.849,Honda Brio 2015,ATSP0,0.00 %,10.94 %,82 %,2067 RPM,42 km/h,16 %,22 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:39.243,Honda Brio 2015,ATSP0,0.00 %,12.50 %,15 %,2025 RPM,40 km/h,16 %,87 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:40.741,Honda Brio 2015,ATSP0,0.00 %,10.94 %,54 %,2083 RPM,43 km/h,16 %,23 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:42.129,Honda Brio 2015,ATSP0,-7.03 %,11.72 %,27 %,2088 RPM,43 km/h,30 %,62 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:43.571,Honda Brio 2015,ATSP0,-2.34 %,12.50 %,16 %,2066 RPM,42 km/h,16 %,21 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:44.962,Honda Brio 2015,ATSP0,0.00 %,13.28 %,15 %,1890 RPM,38 km/h,16 %,21 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:46.365,Honda Brio 2015,ATSP0,0.00 %,11.72 %,80 %,1804 RPM,38 km/h,46 %,100 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:47.813,Honda Brio 2015,ATSP0,2.34 %,10.94 %,62 %,1981 RPM,40 km/h,16 %,40 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:49.206,Honda Brio 2015,ATSP0,0.00 %,10.94 %,61 %,1968 RPM,41 km/h,16 %,21 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:50.601,Honda Brio 2015,ATSP0,0.00 %,13.28 %,14 %,1883 RPM,38 km/h,16 %,29 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:52.009,Honda Brio 2015,ATSP0,0.00 %,10.94 %,74 %,1851 RPM,38 km/h,25 %,81 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:53.434,Honda Brio 2015,ATSP0,2.34 %,10.94 %,98 %,1997 RPM,42 km/h,72 %,58 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:54.884,Honda Brio 2015,ATSP0,0.78 %,12.50 %,28 %,2087 RPM,42 km/h,16 %,21 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:56.299,Honda Brio 2015,ATSP0,0.00 %,12.50 %,15 %,1930 RPM,38 km/h,16 %,21 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:57.774,Honda Brio 2015,ATSP0,0.00 %,14.06 %,16 %,1590 RPM,31 km/h,16 %,22 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:57:59.282,Honda Brio 2015,ATSP0,0.00 %,14.06 %,15 %,1326 RPM,26 km/h,15 %,20 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:00.685,Honda Brio 2015,ATSP0,0.00 %,15.63 %,14 %,1269 RPM,26 km/h,20 %,55 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:02.113,Honda Brio 2015,ATSP0,0.00 %,13.28 %,16 %,1313 RPM,26 km/h,15 %,20 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:03.529,Honda Brio 2015,ATSP0,0.00 %,14.84 %,13 %,1191 RPM,23 km/h,14 %,20 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:04.935,Honda Brio 2015,ATSP0,0.00 %,15.63 %,20 %,778 RPM,16 km/h,16 %,30 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:06.345,Honda Brio 2015,ATSP0,0.00 %,14.06 %,21 %,1016 RPM,9 km/h,16 %,27 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:07.802,Honda Brio 2015,ATSP0,0.00 %,14.06 %,20 %,1027 RPM,3 km/h,15 %,26 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:09.211,Honda Brio 2015,ATSP0,0.00 %,14.06 %,41 %,868 RPM,1 km/h,16 %,41 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:10.609,Honda Brio 2015,ATSP0,-1.56 %,13.28 %,39 %,844 RPM,1 km/h,20 %,56 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:12.013,Honda Brio 2015,ATSP0,0.78 %,12.50 %,23 %,1327 RPM,3 km/h,16 %,31 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:13.440,Honda Brio 2015,ATSP0,-1.56 %,14.06 %,31 %,761 RPM,3 km/h,16 %,46 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:14.857,Honda Brio 2015,ATSP0,-2.34 %,13.28 %,38 %,824 RPM,4 km/h,16 %,42 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:16.249,Honda Brio 2015,ATSP0,-1.56 %,13.28 %,39 %,860 RPM,6 km/h,16 %,41 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:17.667,Honda Brio 2015,ATSP0,0.78 %,13.28 %,36 %,1023 RPM,8 km/h,22 %,88 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:19.033,Honda Brio 2015,ATSP0,-1.56 %,10.94 %,87 %,1850 RPM,15 km/h,15 %,24 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:20.442,Honda Brio 2015,ATSP0,-11.72 %,11.72 %,92 %,1030 RPM,16 km/h,50 %,100 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:21.838,Honda Brio 2015,ATSP0,2.34 %,10.94 %,98 %,1538 RPM,23 km/h,79 %,100 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:23.243,Honda Brio 2015,ATSP0,0.78 %,10.94 %,98 %,2133 RPM,31 km/h,79 %,100 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:24.637,Honda Brio 2015,ATSP0,1.56 %,10.94 %,98 %,2743 RPM,39 km/h,79 %,57 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:26.044,Honda Brio 2015,ATSP0,-2.34 %,12.50 %,19 %,2121 RPM,42 km/h,30 %,94 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:27.488,Honda Brio 2015,ATSP0,-3.13 %,10.94 %,69 %,2191 RPM,45 km/h,22 %,63 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:28.911,Honda Brio 2015,ATSP0,0.00 %,12.50 %,18 %,2201 RPM,44 km/h,16 %,22 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:30.295,Honda Brio 2015,ATSP0,0.00 %,12.50 %,15 %,2063 RPM,44 km/h,32 %,98 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:31.717,Honda Brio 2015,ATSP0,-3.13 %,10.94 %,98 %,2260 RPM,48 km/h,18 %,35 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:33.153,Honda Brio 2015,ATSP0,0.00 %,12.50 %,16 %,2253 RPM,46 km/h,17 %,21 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:34.593,Honda Brio 2015,ATSP0,0.00 %,12.50 %,15 %,2159 RPM,44 km/h,18 %,29 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:36.009,Honda Brio 2015,ATSP0,0.00 %,11.72 %,23 %,2091 RPM,43 km/h,18 %,26 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:37.463,Honda Brio 2015,ATSP0,-3.91 %,12.50 %,17 %,2102 RPM,42 km/h,17 %,21 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:38.875,Honda Brio 2015,ATSP0,-0.78 %,11.72 %,75 %,2086 RPM,43 km/h,35 %,100 kPa
brio_2015_obd_log_20260106_212122.csv,2026-01-06 21:58:40.381,Honda Brio 2015,ATSP0,-3.13 %,10.94 %,38 %,2291 RPM,46 km/h,17 %,22 kPa
